row_index,code_hash,code_length,id,topic,instruction,code_file,count
5103,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5103,Test if a number is even,Implement a recursive function to determine if a non-negative integer is even. Analyze and critique the efficiency of the recursive approach versus the direct modulo approach.,17_6.py,1291
5104,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5104,See if a value is greater,Write a command-line script that prompts the user to enter two numbers and then uses conditional logic to print whether the first number is greater than the second.,18_3.py,1291
5105,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5105,Decide if a condition is true,"Write a complete, robust Python script that prompts the user to enter two numbers and determines if the first number is strictly greater than the second number. Implement clear error handling for non-numeric input.",19_0.py,1291
5106,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5106,Decide if a condition is true,"Write a highly efficient, single-line expression that evaluates the condition (x > 10 and y < 50) and assigns the resulting boolean value to a variable named 'result', given input variables x and y.",19_9.py,1291
5107,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5107,Check if two items are equal,Implement a decorator named `@check_eq` that automatically enforces strict equality checking between any two functions passed to it during the function definition phase.,20_9.py,1291
5108,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5108,Check if a value is negative,"Write a script that reads integers from standard input, iterates through them, and prints a message indicating whether each number read is negative or not. Ensure error handling for non-integer input.",24_5.py,1291
5109,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5109,Check if a value is negative,"Create a highly efficient, one-line lambda expression that takes an integer as input and returns a boolean value indicating whether that integer is negative. Demonstrate its usage with test cases.",24_14.py,1291
5110,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5110,Decide if a value is zero,Create a highly efficient one-line lambda expression to determine if a provided float or integer is numerically equivalent to zero.,25_5.py,1291
5111,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5111,Decide if a value is zero,Generate a class method within an existing class that checks if a specific instance attribute is equal to zero. Ensure the implementation is clean and idiomatic Python.,25_9.py,1291
5112,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5112,Test if a value is greater,Write a script that prompts the user to enter two numbers from the console and then uses an `if-else` block to determine and print whether the first number entered is greater than the second.,26_2.py,1291
5113,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5113,Test if a value is greater,Create an optimized one-line expression using Python's comparison operators to check if the variable `x` is greater than `y`. Provide an example usage.,26_4.py,1291
5114,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5114,Test if a value is greater,"Design a method within a class `NumberChecker` that accepts two instances of itself, `self` and `other`, and returns the result of the comparison: `self.value > other.value`. Assume both instances have a `.value` attribute.",26_5.py,1291
5115,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5115,Check if two values differ,"Write a complete, robust Python script that prompts the user to enter two numbers from the console and then checks if these two entered values are different. Handle potential input errors gracefully.",27_11.py,1291
5116,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5116,Check if two values differ,Write a concise and idiomatic Python expression to check if the values 10 and 10.00000000000001 are different. Explain the underlying principle of the comparison used.,27_14.py,1291
5117,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5117,Determine if a value is larger,"Implement a decorator named `@is_strictly_greater` that wraps a function, ensuring that the decorated function only executes if the first argument is strictly greater than the second argument.",28_6.py,1291
5118,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5118,Reverse a given word,"Create a robust function that reverses the order of characters in a string, handling Unicode characters correctly. Provide docstrings explaining the function's purpose and parameters.",29_4.py,1291
5119,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5119,Reverse a given word,Write a command-line script that prompts the user to enter a word and then prints the reversed version of that word to the console. Use standard input/output operations.,29_6.py,1291
5120,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5120,Swap characters in a string,"Write a complete, efficient Python function named `swap_characters` that takes a single string and swaps the positions of every adjacent pair of characters in place. The function must modify the input string directly and return it.",30_0.py,1291
5121,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5121,Swap characters in a string,Develop a testable Python solution for swapping adjacent characters in a string. Include docstrings and at least three distinct test cases demonstrating correct behavior for strings of even and odd lengths.,30_8.py,1291
5122,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5122,Find the length of a phrase,"Write a complete, well-documented Python script to calculate the length of a given string, handling both ASCII and Unicode characters efficiently.",32_0.py,1291
5123,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5123,Calculate simple weight differences,"Write a script that reads two weight values from standard input, converts them to floats, and prints the simple weight difference. Include error handling for non-numeric input.",6_3.py,1291
5124,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5124,Find the length of a phrase,"Implement a decorator for Python that automatically calculates and prints the length of any string passed to it, adhering to best practices.",32_5.py,1291
5125,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5125,Find the length of a phrase,Write a command-line script that prompts the user to input a phrase and then prints the exact length of that phrase to the console.,32_6.py,1291
5126,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5126,Find the length of a phrase,Create a command-line utility script that prompts the user to enter a phrase and then outputs the calculated length of that phrase. The script must handle potential input errors gracefully.,32_14.py,1291
5127,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5127,Remove spaces from text,"Generate a complete, well-documented Python script that prompts the user for input, reads the input line by line, and outputs the concatenated result with no spaces between the words.",33_6.py,1291
5128,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5128,Remove spaces from text,"Develop a complete Python script that reads a multi-line string from standard input and prints the resulting string with all internal and surrounding spaces completely removed. The script must demonstrate clear, efficient I/O handling.",33_12.py,1291
5129,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5129,Capitalize the first letter only,Implement a decorator that automatically capitalizes the first letter of every word in any string it decorates. Provide an example usage demonstrating its functionality.,34_7.py,1291
5130,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5130,Scale area measurements easily,"Design a system where a user can input the type of shape (rectangle, circle) and its relevant dimensions, and the program automatically calculates and displays the area. Use conditional logic for flow control.",8_7.py,1291
5131,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5131,Count the vowels in a word,"Write a command-line interface (CLI) script that prompts the user to enter a word and prints the total vowel count, utilizing the optimized function you previously designed.",35_7.py,1291
5132,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5132,Count the vowels in a word,"Create a command-line interface (CLI) script using the `argparse` module that prompts the user to input a word or sentence, and then uses an optimized method to display the total vowel count for that input.",35_14.py,1291
5134,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5134,Create a reversed sentence,Create a command-line interface (CLI) Python script that prompts the user to enter a sentence and then prints the reversed sentence to the console.,36_3.py,1291
5135,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5135,Create a reversed sentence,"Design and implement a decorator function that can be applied to any string, automatically reversing the string upon execution.",36_7.py,1291
5136,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5136,Create a reversed sentence,"Generate a recursive Python function to reverse a string, and analyze the time complexity of the recursive solution compared to the direct slicing method.",36_8.py,1291
5137,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5137,Create a reversed sentence,Develop a robust solution for reversing a string that correctly handles Unicode characters and adheres strictly to Python's idiomatic and most efficient string manipulation techniques.,36_9.py,1291
5138,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5138,Create a reversed sentence,Create a standalone Python program that prompts the user to enter a sentence and then displays the reversed sentence. The program must handle input gracefully and use efficient string manipulation techniques.,36_13.py,1291
5139,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5139,Combine two simple strings,Write a robust Python script that prompts the user for two separate strings and then prints the combined result to the console.,37_2.py,1291
5140,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5140,Combine two simple strings,Create a standalone Python script that reads two strings from standard input and outputs their combination to standard output.,37_4.py,1291
5141,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5141,Combine two simple strings,"Write a complete, robust Python script that takes two input strings from the user and combines them into a single string, separated by a space. Ensure the code is efficient and handles input correctly.",37_10.py,1291
5142,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5142,Extract substrings from a phrase,"Write a script that reads a multi-line input string and extracts every word (sequences of alphanumeric characters) from it, storing the results in a list.",39_3.py,1291
5143,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5143,Check for repeated letters found,"Create a script that reads user input for a sentence and uses an efficient data structure, like a dictionary or a set, to identify and display all letters that are repeated in the sentence.",38_4.py,1291
5144,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5144,Find the first letter easily,"Write a complete, production-ready Python script that reads text from standard input and prints the first letter of every word found, handling multi-line input.",40_6.py,1291
5145,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5145,Extract substrings from a phrase,Write a concise and Pythonic solution using list comprehensions or string slicing to extract all substrings from a target string that fall between specified start and end points.,39_13.py,1291
5146,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5146,Find the first letter easily,"Create a command-line interface (CLI) script using the 'argparse' module that prompts the user to input a file path, reads the file line by line, and prints the first character of every non-empty line found in the file.",40_14.py,1291
5147,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5147,Calculate the area of a square,Write a command-line script that prompts the user to input the side length of a square and then prints the calculated area. Handle input conversion robustly.,43_3.py,1291
5148,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5148,Calculate the area of a square,"Implement an optimized, one-line expression or lambda function to calculate the area of a square, assuming the side length is already defined.",43_5.py,1291
5149,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5149,Find the perimeter of a rectangle,"Write a complete, well-documented Python script that prompts the user to input the length and width of a rectangle and then calculates and prints its perimeter.",44_0.py,1291
5150,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5150,Find the perimeter of a rectangle,"Write a script that uses a loop to calculate the perimeter for multiple rectangles provided by the user, ensuring the calculation logic is encapsulated in a reusable function.",44_6.py,1291
5151,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5151,Find the perimeter of a rectangle,"Write a complete, well-documented Python script that prompts the user to input the length and width of a rectangle and then calculates and prints its perimeter. Use clear variable names and handle input as floating-point numbers.",44_10.py,1291
5152,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5152,Determine the area of a circle,"Write a complete, well-documented Python script to calculate the area of a circle given its radius, using the value of Pi from the `math` module.",45_0.py,1291
5153,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5153,Create a reversed sentence,"Write a function that reverses a string iteratively using a loop, and benchmark its performance against the slicing method for very long strings, providing the faster result.",36_4.py,1291
5154,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5154,Determine the area of a circle,"Write a complete, well-documented Python script that prompts the user to input the radius of a circle and then calculates and prints its area using the value of Pi from the `math` module. Ensure the code is robust and follows best practices.",45_10.py,1291
5155,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5155,Calculate the area of a square,"Write a complete, well-documented Python script that prompts the user to input the side length of a square and then calculates and prints its area. Use the built-in `input()` function and handle potential errors gracefully.",43_10.py,1291
5156,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5156,Calculate the perimeter of a triangle,Create a command-line interface (CLI) script using the `argparse` module to accept three triangle side lengths from command-line arguments and print the calculated perimeter.,46_4.py,1291
5157,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5157,Calculate the perimeter of a triangle,"Generate an interactive Python program that continuously asks the user for three side lengths until valid, positive numerical input is provided for all three sides, and then displays the final perimeter.",46_8.py,1291
5158,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5158,Find the area of a triangle,"Write a complete, well-documented Python script that prompts the user to input the base and height of a triangle and calculates its area using the formula Area = 0.5 * base * height.",47_0.py,1291
5159,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5159,Find the area of a triangle,"Write a script that reads multiple sets of base and height inputs from a file and calculates the area for each triangle, storing the results in a list.",47_7.py,1291
5160,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5160,Find the area of a triangle,"Write a complete, well-documented Python script that prompts the user to input the base and height of a triangle and then calculates and prints its area. Use the `math` module if necessary, ensuring the code is robust and handles potential input errors.",47_10.py,1291
5161,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5161,Find the area of a triangle,"Create a concise and highly efficient one-line lambda function that calculates the area of a triangle given the base and height, and demonstrate its usage with example values.",47_14.py,1291
5162,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5162,Measure the sides of a shape,"Write a complete, robust Python script that prompts the user to input the lengths of the three sides of a triangle and calculates its perimeter and checks if the triangle inequality theorem is satisfied. Use clear input validation.",48_10.py,1291
5163,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5163,Compare two simple lengths,"Write a complete, well-documented Python script that defines two variables representing simple lengths and prints their sum and difference.",49_0.py,1291
5164,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5164,Compare two simple lengths,"Write a robust script that prompts the user to input two lengths, validates that the inputs are positive numbers, and then prints a detailed comparison report, including the absolute difference and the ratio of the larger length to the smaller length.",49_14.py,1291
5165,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5165,Find the difference between two areas,"Write a complete, robust Python script that prompts the user to enter two areas and then calculates and prints the absolute difference between them.",50_0.py,1291
5166,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5166,Find the difference between two areas,Create a command-line interface (CLI) script using the 'argparse' module to accept two area values from command-line arguments and display their difference.,50_4.py,1291
5167,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5167,Determine the area of a circle,Develop an interactive command-line application that continuously asks the user for the radius and calculates the area of a circle until the user enters 'exit'.,45_8.py,1291
5168,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5168,Calculate the total perimeter now,Write a standalone Python script that reads the coordinates of a rectangle (length and width) from the user and calculates its perimeter. Assume the user inputs the length and width directly.,51_3.py,1291
5169,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5169,Calculate the total perimeter now,Develop a command-line interface (CLI) script using the 'argparse' module to accept multiple side lengths as command-line arguments and print the total perimeter.,51_7.py,1291
5170,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5170,Calculate the total perimeter now,"Create a command-line interface (CLI) script using the 'argparse' module that accepts the number of sides and the length of each side as command-line arguments, and then calculates the total perimeter. Ensure the code is production-ready and well-documented.",51_14.py,1291
5171,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5171,Determine the area of a shape,"Write a script that reads dimensions from a file and calculates the total area of all shapes listed in the file, assuming the file format specifies the shape type and dimensions.",52_8.py,1291
5172,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5172,Determine the area of a shape,"Write a complete, well-documented Python script that prompts the user to input the length and width of a rectangle and then calculates and prints its area. Use clear variable names and handle input conversion robustly.",52_10.py,1291
5173,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5173,Determine the area of a shape,"Develop a class named 'Shape' with a constructor that accepts a 'shape_type' and dimensions (e.g., length and width). Implement a method within this class to calculate the area, handling different shape types (rectangle, circle) appropriately. Prioritize object-oriented best practices.",52_12.py,1291
5174,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5174,Determine the area of a shape,"Write a standalone Python program that reads coordinates (x, y) from the user and calculates the area of the triangle formed by these coordinates and the origin (0,0). Use the determinant formula for area calculation and ensure the output is precise.",52_13.py,1291
5175,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5175,Find the side length of a square,"Write a complete, robust Python script that prompts the user to input the side length of a square and then calculates and prints its area. Use best practices for input handling.",53_0.py,1291
5176,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5176,Find the side length of a square,Implement a command-line interface (CLI) script using the `argparse` module to accept the side length as a command-line argument and output the resulting square area.,53_5.py,1291
5177,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5177,Find the side length of a square,"Create a standalone Python program that defines a function to find the side length given the area of a square, and then demonstrate its use by calculating the side length when the area is provided as input.",53_12.py,1291
5178,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5178,Find the side length of a square,"Write a complete, well-documented Python script that prompts the user to input the side length of a square and then calculates and prints its area. Implement robust error handling for non-numeric input.",53_13.py,1291
5179,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5179,Calculate the area of a circle,Write a complete Python script that prompts the user to enter the radius of a circle and then calculates and prints its area using the formula $\pi r^2$. Use the `math` module for $\pi$.,54_0.py,1291
5180,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5180,Calculate the area of a circle,"Write a complete, well-documented Python script that prompts the user to input the radius of a circle and then calculates and prints its area using the value of pi from the `math` module. Ensure the code is efficient and follows best practices.",54_10.py,1291
5181,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5181,Find the perimeter of a triangle,Create a command-line interface (CLI) program using the `input()` function to gather the three side lengths from the user and then use the logic to compute and print the perimeter of the triangle. Ensure the entire program is robust and handles floating-point numbers correctly.,55_14.py,1291
5182,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5182,Compare two geometric figures,"Write a robust Python script that takes user input for the dimensions of a rectangle and a circle, and then prints a comparison of their areas, formatted to two decimal places.",56_3.py,1291
5183,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5183,Calculate the area of a simple shape,"Write a complete, well-documented Python script that prompts the user to input the length and width of a rectangle and then calculates and prints its area. Use clear variable names and handle input conversion robustly.",57_10.py,1291
5188,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5188,Access first element of list,Write a script that reads a list from standard input and prints only the very first element.,58_8.py,1291
5189,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5189,Access first element of list,Create a robust function that takes a list of any iterable type and safely extracts and returns the first element. The function must be documented clearly and handle potential `TypeError` exceptions gracefully.,58_14.py,1291
5190,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5190,Retrieve last item of array,Write a script that reads a list of numbers from standard input and prints only the last number read.,60_5.py,1291
5191,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5191,Access second item in list,Implement a function named `get_second_item` that accepts a list and returns the element at index 1. Ensure the function is robust and handles lists with fewer than two elements gracefully by raising an appropriate error.,62_1.py,1291
5192,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5192,Calculate the area of a simple shape,"Write a command-line Python program that allows the user to choose between calculating the area of a circle or a triangle. If the user selects a circle, prompt for the radius; if the user selects a triangle, prompt for the base and height. Use the value of pi from the `math` module for the circle calculation.",57_13.py,1291
5193,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5193,Access second item in list,"Write a concise and idiomatic Python expression to retrieve the second element from the list `my_list = [10, 20, 30, 40]`. Explain the underlying indexing principle used.",62_13.py,1291
5194,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5194,Locate the final item index,"Write a comprehensive testable Python function for locating the final item index, including assertions for empty lists and lists with no matching items.",64_6.py,1291
5195,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5195,Access an element by position,"Write a concise, single-line Python expression demonstrating list slicing to access elements by position, specifically showing how to retrieve a sublist from index 2 up to (but not including) index 5.",65_13.py,1291
5196,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5196,Check the first and last item,"Write a script that processes a large string, splits it into a list of words, and then prints the first word and the last word. Focus on performance for large inputs.",70_8.py,1291
5197,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5197,Determine the current day of the week,"Write a complete, robust Python script that determines the current day of the week and prints the result. Use the datetime module and ensure the code is highly readable and efficient.",74_0.py,1291
5198,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,5198,Determine the current day of the week,"Write a concise, single-line Python expression that directly outputs the current day of the week using the `datetime` module. Prioritize conciseness without sacrificing clarity.",74_3.py,1291
